coefficient,value,model_domain,model_version
CNA_HCC151,0.466,CMS-HCC,C28
CNA_HCC328,0.188,CMS-HCC,C28
CNA_HCC401,0.535,CMS-HCC,C28
CND_HCC198,1.033,CMS-HCC,C28
CFA_HCC1,0.307,CMS-HCC,C28
CNA_HCC199,0.595,CMS-HCC,C28
CFA_HCC191,0.129,CMS-HCC,C28
CFA_HCC300,0.458,CMS-HCC,C28
CFA_HCC401,0.622,CMS-HCC,C28
CFD_HCC276,2.809,CMS-HCC,C28
CNA_HCC115,0.506,CMS-HCC,C28
CNA_HCC68,0.424,CMS-HCC,C28
CNA_HCC383,0.798,CMS-HCC,C28
CNA_D7,0.147,CMS-HCC,C28
CFA_HCC51,0.543,CMS-HCC,C28
CFD_HCC80,0.595,CMS-HCC,C28
CFD_HCC107,2.409,CMS-HCC,C28
CFD_HCC195,6.765,CMS-HCC,C28
CNA_M75_79,0.463,CMS-HCC,C28
CNA_HCC21,0.559,CMS-HCC,C28
CND_D5,0.016,CMS-HCC,C28
CFD_HCC153,0.268,CMS-HCC,C28
CFD_HCC249,0.366,CMS-HCC,C28
CFD_D10P,1.663,CMS-HCC,C28
CPA_F80_84,0.485,CMS-HCC,C28
CNA_F85_89,0.581,CMS-HCC,C28
CNA_HCC198,0.659,CMS-HCC,C28
CNA_D9,0.369,CMS-HCC,C28
CND_HCC19,2.629,CMS-HCC,C28
CND_HCC152,0.284,CMS-HCC,C28
CND_HCC398,0.164,CMS-HCC,C28
CFA_HCC463,1.112,CMS-HCC,C28
CND_HCC51,0.493,CMS-HCC,C28
CND_DIABETES_HF_V28,0.078,CMS-HCC,C28
CFD_HCC229,0.233,CMS-HCC,C28
CNA_HCC253,0.354,CMS-HCC,C28
CND_HCC68,0.284,CMS-HCC,C28
CND_HCC212,0.645,CMS-HCC,C28
CND_HCC227,0.238,CMS-HCC,C28
CFA_M65_69,0.465,CMS-HCC,C28
CFD_HCC454,0.607,CMS-HCC,C28
CNA_HCC191,1.844,CMS-HCC,C28
CND_M35_44,0.103,CMS-HCC,C28
CND_HCC62,0.078,CMS-HCC,C28
CFD_HCC50,0.872,CMS-HCC,C28
CFD_HCC125,0.289,CMS-HCC,C28
CFD_HCC211,1.509,CMS-HCC,C28
CPA_HCC18,2.339,CMS-HCC,C28
CNA_HCC136,0.321,CMS-HCC,C28
CFD_HCC68,0.381,CMS-HCC,C28
CND_HCC17,3.709,CMS-HCC,C28
CND_HCC109,2.001,CMS-HCC,C28
CND_HCC114,3.349,CMS-HCC,C28
CND_D10P,1.291,CMS-HCC,C28
CFA_HCC94,0.111,CMS-HCC,C28
CFA_HCC227,0.192,CMS-HCC,C28
CFA_D3,0,CMS-HCC,C28
CFD_HCC202,0.185,CMS-HCC,C28
CPA_HCC81,0.196,CMS-HCC,C28
CNA_HCC93,0.51,CMS-HCC,C28
CNA_HCC153,0.417,CMS-HCC,C28
CNA_HCC397,0.186,CMS-HCC,C28
CNA_HCC398,0.186,CMS-HCC,C28
CND_HCC81,0.261,CMS-HCC,C28
CNA_F90_94,0.682,CMS-HCC,C28
CNA_HCC107,0.259,CMS-HCC,C28
CNA_HCC329,0.063,CMS-HCC,C28
CND_HCC94,0.397,CMS-HCC,C28
CFA_HCC109,1.274,CMS-HCC,C28
CFD_HCC1,0.145,CMS-HCC,C28
CFD_HCC226,0.574,CMS-HCC,C28
CPA_M90_94,0.541,CMS-HCC,C28
CNA_HCC213,0.422,CMS-HCC,C28
CND_HCC48,0.131,CMS-HCC,C28
CFA_M75_79,0.718,CMS-HCC,C28
CFD_HCC397,0.23,CMS-HCC,C28
CPA_M70_74,0.424,CMS-HCC,C28
CND_HCC139,0.116,CMS-HCC,C28
CFA_HCC193,1.407,CMS-HCC,C28
CND_HCC399,0.164,CMS-HCC,C28
CFA_D8,0.127,CMS-HCC,C28
CNA_HCC38,0.155,CMS-HCC,C28
CNA_HCC254,0.244,CMS-HCC,C28
CFD_HCC79,0.647,CMS-HCC,C28
CFD_HCC109,1.682,CMS-HCC,C28
CFD_HCC380,2.163,CMS-HCC,C28
CND_HCC78,0.445,CMS-HCC,C28
CFA_HCC298,0.328,CMS-HCC,C28
CFD_HCC267,0.811,CMS-HCC,C28
CND_D1,0,CMS-HCC,C28
CFA_F80_84,0.648,CMS-HCC,C28
CFD_M45_54,0.243,CMS-HCC,C28
CNA_HCC264,0.467,CMS-HCC,C28
CFA_HCC201,0.259,CMS-HCC,C28
CFA_HF_HCC238_V28,0.093,CMS-HCC,C28
CFD_HCC212,0.586,CMS-HCC,C28
CFD_HCC282,0.182,CMS-HCC,C28
CFD_HCC300,0.274,CMS-HCC,C28
CPA_F65_69,0.315,CMS-HCC,C28
CNA_HF_CHR_LUNG_V28,0.039,CMS-HCC,C28
CFA_HCC329,0.051,CMS-HCC,C28
Rx_NE_Lo_NESRD_OD_X_M68,0.868,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F90_94,0.591,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M35_44,2.279,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F75_79,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC187,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M55_59,1.165,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M0_34,1.262,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M70_74,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F60_64,1.556,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F90_94,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F60_64,2.637,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M67,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F90_94,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M95_GT,0.025,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC5,0.191,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M0_34,2.279,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F90_94,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC112,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC226,3.873,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_F60_64,0.28,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC183,0.719,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F70_74,1.051,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F85_89,1.133,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC47,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC188,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC132,0.277,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC188,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F68,0.501,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M95_GT,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F70_74,0.827,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC21,0.832,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC80,0.516,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F75_79,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F67,1.982,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M75_79,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC168,0.045,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC130,0.972,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC187,0.04,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F67,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M60_64,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M80_84,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC148,0.068,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M75_79,0.52,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC161,0.985,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC355,6.008,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M45_54,1.443,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_ORIGDS,0.305,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC244,0.019,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F65,1.205,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M70_74,2.279,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F80_84,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC22,0.15,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC148,1.009,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_F35_44,0.581,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC159,1.266,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC260,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC311,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC43,0.224,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M80_84,1.315,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M80_84,1.315,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M55_59,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC1,9.794,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC262,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC1,10.931,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M85_89,0.054,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC154,3.108,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC21,0.46,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC42,0.196,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC54,0.483,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M66,2.087,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC355,1.515,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC17,5.951,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M70_74,0.268,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC133,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_F35_44,0.694,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC229,0.32,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC193,0.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M75_79,0.804,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F66,1.136,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M68,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F35_44,2.789,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M80_84,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC19,3.448,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_M55_59,0.352,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC40,7.492,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC316,3.842,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC22,0.266,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F0_34,3.356,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC21,0.849,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC112,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC59,1.751,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC317,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M80_84,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M85_89,1.315,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC244,0.019,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_M60_64,0.288,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC67,1.344,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC54,0.157,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC191,0.107,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F70_74,0.536,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F75_79,1.724,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC186,0.074,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC22,0.549,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC157,7.375,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC168,0.194,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC163,0.285,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M75_79,1.315,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M80_84,0.35,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M90_94,0.096,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F55_59,1.556,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F95_GT,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F55_59,2.452,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M65,2.087,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC215,0.239,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F70_74,0.076,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC207,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F75_79,0.714,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC314,0.207,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M70_74,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M66,2.087,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F69,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC30,0.616,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC16,12.949,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC66,0.889,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F70_74,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M65,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC161,0.498,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC261,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M65_69,0.966,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC396,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M66,0.575,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M67,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F67,2.649,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F67,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC183,4.137,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC316,1.25,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC1,0.965,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F67,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F69,0.739,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC207,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC395,3.927,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M80_84,0.113,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC188,0.184,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC100,2.378,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC193,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC184,0.188,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC19,3.401,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC183,3.492,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC260,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC95,0.38,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC229,0.387,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC355,0.594,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F80_84,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC56,0.533,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC99,0.45,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC260,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC96,1.038,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC227,0.541,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC82,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M67,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M66,0.83,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M68,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC30,0.629,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC311,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M95_GT,0.054,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F90_94,0.076,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC99,1.122,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC17,5.84,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M75_79,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M68,0.803,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M69,1.501,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC30,0.602,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC98,0.044,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F35_44,2.789,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC40,9.734,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC161,0.775,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F80_84,0.415,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F80_84,0.59,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M69,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F67,0.828,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F69,0.827,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC80,0.23,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC153,5.852,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC207,0.492,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M65,1.575,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M65,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M95_GT,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC163,0.107,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC59,0.96,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M65OD,0.152,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC18,4.731,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F65,2.637,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC65,0.423,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC43,0.027,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC166,0.8,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F69,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F55_59,2.452,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F66,1.581,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M95_GT,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC1,10.513,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC20,1.442,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F75_79,0.71,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC158,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_x_F80_84,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F68,0.827,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F55_59,2.961,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC215,0.493,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC80,0.42,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_F55_59,0.411,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC16,12.082,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC226,4.774,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F55_59,1.505,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F67,0.466,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M80_84,0.591,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F75_79,0.721,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F80_84,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M45_54,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC187,0.032,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC18,3.448,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_F0_34,0.525,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M45_54,1.4,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F67,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F66,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC20,0.832,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC395,2.18,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F45_54,1.556,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M67,0.868,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M95_GT,0.527,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC21,1.203,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC41,10.641,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC66,1.495,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC130,0.669,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F35_44,1.968,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F66,0.445,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M75_79,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F68,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC317,0.375,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC31,0.442,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC43,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC163,3.471,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC262,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC188,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC22,0.599,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC158,0.318,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC188,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F90_94,0.069,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC163,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC15,5.951,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC225,6.369,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC82,2.809,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M60_64,0.992,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M75_79,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F69,1.724,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M66,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC66,0.299,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC158,0.085,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC42,6.539,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC87,0.651,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC65,0.596,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC226,1.395,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC44,0.054,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC18,4.667,RxHCC,R08_PDP_ONLY
